epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,353.67,1.89492,1.92679,1.98784,0.48206,0.4,0.41853,0.20416,1.78114,1.93553,1.92062,0.00101,0.00101,0.00101
27,369.409,1.82819,1.95563,1.97325,0.51167,0.42727,0.44885,0.22478,1.7478,1.90236,1.90675,0.0009704,0.0009704,0.0009704
28,382.748,1.80245,1.84988,1.9184,0.54227,0.43636,0.45335,0.23328,1.74716,1.82518,1.90368,0.0009308,0.0009308,0.0009308
29,402.231,1.7276,1.96636,1.80387,0.48757,0.42727,0.45861,0.22984,1.77586,1.83655,1.888,0.0008912,0.0008912,0.0008912
30,418.53,1.75915,1.84682,1.86404,0.57941,0.39091,0.42703,0.20661,1.79091,1.93096,1.88408,0.0008516,0.0008516,0.0008516
31,428.042,1.80791,1.83334,1.95029,0.62392,0.43636,0.50329,0.25784,1.74918,1.7882,1.88262,0.000812,0.000812,0.000812
32,444.31,1.78326,1.77659,1.86537,0.52544,0.3892,0.39281,0.17838,1.87298,2.05466,1.95219,0.0007724,0.0007724,0.0007724
33,454.147,1.74744,1.74795,1.84624,0.64733,0.4697,0.5523,0.27322,1.75772,1.69668,1.90105,0.0007328,0.0007328,0.0007328
34,469.588,1.72027,1.71496,1.84344,0.65796,0.4697,0.56491,0.29329,1.68377,1.65852,1.8329,0.0006932,0.0006932,0.0006932
35,480.591,1.69628,1.729,1.81599,0.69599,0.41212,0.52723,0.27202,1.66755,1.75684,1.83101,0.0006536,0.0006536,0.0006536
36,494.165,1.71506,1.74718,1.81897,0.55903,0.46364,0.51868,0.25167,1.75428,1.7642,1.8659,0.000614,0.000614,0.000614
37,507.44,1.70213,1.66472,1.79013,0.6503,0.47335,0.56821,0.30015,1.64587,1.59699,1.80683,0.0005744,0.0005744,0.0005744
38,520.928,1.64971,1.6353,1.74783,0.62088,0.53333,0.58951,0.29756,1.68011,1.61277,1.80816,0.0005348,0.0005348,0.0005348
39,535.755,1.66401,1.66603,1.78427,0.60469,0.52727,0.57139,0.30188,1.66997,1.56611,1.78922,0.0004952,0.0004952,0.0004952
40,547.388,1.65857,1.64749,1.7685,0.65587,0.46781,0.55535,0.29383,1.66843,1.68574,1.79837,0.0004556,0.0004556,0.0004556
41,565.867,1.5608,1.67932,1.74092,0.6452,0.46364,0.54442,0.30451,1.64017,1.70064,1.77491,0.000416,0.000416,0.000416
42,575.895,1.53004,1.63551,1.72739,0.60057,0.52727,0.57427,0.30263,1.64702,1.59497,1.76401,0.0003764,0.0003764,0.0003764
43,590.997,1.52677,1.57196,1.68901,0.70961,0.49091,0.60084,0.32075,1.62563,1.51479,1.75767,0.0003368,0.0003368,0.0003368
44,602.72,1.61152,1.61853,1.78629,0.64529,0.53636,0.59579,0.32429,1.61636,1.54076,1.74439,0.0002972,0.0002972,0.0002972
45,616.601,1.46259,1.48664,1.65528,0.69298,0.49091,0.61595,0.32623,1.60693,1.52174,1.74693,0.0002576,0.0002576,0.0002576
46,627.886,1.5096,1.49414,1.65338,0.65976,0.51515,0.60674,0.32854,1.6002,1.52502,1.72959,0.000218,0.000218,0.000218
47,641.873,1.50239,1.50009,1.68473,0.66473,0.54674,0.6221,0.33828,1.59528,1.4744,1.73114,0.0001784,0.0001784,0.0001784
48,653.808,1.47503,1.51337,1.66456,0.7236,0.51515,0.62987,0.34342,1.58383,1.47451,1.72484,0.0001388,0.0001388,0.0001388
49,666.139,1.45083,1.42028,1.62123,0.71459,0.52352,0.62761,0.34641,1.5718,1.46171,1.70526,9.92e-05,9.92e-05,9.92e-05
50,678.779,1.47095,1.44464,1.65275,0.72942,0.52424,0.636,0.34887,1.57836,1.46772,1.70034,5.96e-05,5.96e-05,5.96e-05
