epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,106.54,2.24331,2.55568,2.40025,0.20487,0.18485,0.12155,0.04446,2.51992,6.81145,2.50079,0.0015545,0.0015545,0.0015545
20,111.899,2.21542,2.47668,2.35202,0.24952,0.2697,0.20423,0.08673,2.23811,3.28222,2.26224,0.00152975,0.00152975,0.00152975
21,117.456,2.20837,2.46184,2.36918,0.19384,0.23636,0.12711,0.04632,2.50897,3.1621,2.38524,0.001505,0.001505,0.001505
22,122.66,2.23711,2.44745,2.31709,0.27618,0.19697,0.15509,0.05635,2.16151,5.83516,2.09364,0.00148025,0.00148025,0.00148025
23,127.83,2.11037,2.37945,2.26979,0.33392,0.25455,0.21411,0.07616,2.35566,2.35965,2.19158,0.0014555,0.0014555,0.0014555
24,133.664,2.18134,2.40181,2.3258,0.51141,0.24545,0.2968,0.12477,2.13666,2.17225,2.08332,0.00143075,0.00143075,0.00143075
25,138.987,2.14752,2.39535,2.29051,0.24586,0.18968,0.13927,0.05212,2.36154,2.5589,2.1948,0.001406,0.001406,0.001406
26,144.082,2.09476,2.32494,2.2341,0.3038,0.18788,0.17261,0.05804,2.46893,2.80405,2.32438,0.00138125,0.00138125,0.00138125
27,149.11,2.09707,2.32982,2.22562,0.28494,0.2697,0.19207,0.07574,2.23374,2.5442,2.10124,0.0013565,0.0013565,0.0013565
28,154.489,2.04536,2.28439,2.19094,0.5181,0.29394,0.33852,0.14843,2.13334,2.16102,2.01863,0.00133175,0.00133175,0.00133175
29,159.756,2.11156,2.25329,2.22324,0.50937,0.37754,0.38306,0.15534,2.02304,2.1828,1.93151,0.001307,0.001307,0.001307
30,164.854,2.02613,2.23114,2.15278,0.42773,0.37825,0.36439,0.16038,2.03432,2.03579,1.94733,0.00128225,0.00128225,0.00128225
31,170.52,2.0163,2.20851,2.14045,0.22462,0.23939,0.16971,0.07475,1.94362,3.89075,1.92107,0.0012575,0.0012575,0.0012575
32,175.691,2.06242,2.27167,2.19234,0.32554,0.27937,0.22149,0.08543,2.39158,2.36427,2.26563,0.00123275,0.00123275,0.00123275
33,180.617,2.06754,2.25045,2.1953,0.33671,0.25152,0.2143,0.09251,2.15144,2.9743,2.03133,0.001208,0.001208,0.001208
34,185.656,1.96918,2.16958,2.10041,0.44328,0.45152,0.40028,0.17577,2.08903,2.77599,1.98173,0.00118325,0.00118325,0.00118325
35,190.991,2.01522,2.12287,2.10381,0.4748,0.35152,0.36074,0.14862,2.22969,1.94809,2.07499,0.0011585,0.0011585,0.0011585
36,196.074,1.98801,2.15938,2.11861,0.56622,0.36391,0.41103,0.17227,2.23774,2.43614,2.0578,0.00113375,0.00113375,0.00113375
37,201.09,1.9816,2.10234,2.09916,0.45271,0.35455,0.32949,0.14084,2.03923,2.28889,1.89985,0.001109,0.001109,0.001109
38,206.714,1.9568,2.11313,2.11333,0.52131,0.40303,0.39659,0.16814,1.99667,2.6068,1.91049,0.00108425,0.00108425,0.00108425
39,212.026,1.96431,2.08062,2.07328,0.57718,0.43848,0.47848,0.20222,2.05802,1.72841,1.95129,0.0010595,0.0010595,0.0010595
40,216.973,1.93935,2.1032,2.07502,0.61895,0.41347,0.47617,0.21317,1.93793,1.80109,1.80101,0.00103475,0.00103475,0.00103475
41,221.936,1.97352,2.07563,2.07721,0.51326,0.46364,0.44192,0.19846,1.99642,1.89064,1.85213,0.00101,0.00101,0.00101
42,226.941,1.97329,2.07836,2.06294,0.6072,0.48485,0.51244,0.24187,1.91134,1.69786,1.80369,0.00098525,0.00098525,0.00098525
43,232.379,1.97642,2.05708,2.06608,0.56575,0.43939,0.45813,0.2133,2.01369,1.73103,1.86871,0.0009605,0.0009605,0.0009605
44,237.787,1.91818,2.0203,2.02598,0.50468,0.46932,0.49218,0.22447,1.88815,1.80395,1.7728,0.00093575,0.00093575,0.00093575
45,242.664,1.94737,2.03432,2.06516,0.63147,0.46061,0.47189,0.19382,2.02776,1.78493,1.89351,0.000911,0.000911,0.000911
46,248.318,1.93852,2.07453,2.07166,0.52926,0.46061,0.49024,0.22664,1.9352,1.87357,1.76614,0.00088625,0.00088625,0.00088625
47,253.91,1.89224,2.01018,2.02832,0.56227,0.46061,0.51437,0.19527,2.03718,2.05789,1.88926,0.0008615,0.0008615,0.0008615
48,258.864,1.92913,2.03756,2.0704,0.58201,0.47679,0.50049,0.21126,1.99022,1.62018,1.83132,0.00083675,0.00083675,0.00083675
49,263.857,1.89243,1.99068,1.96399,0.55859,0.47551,0.49093,0.22399,1.89281,1.72255,1.78896,0.000812,0.000812,0.000812
50,268.909,1.93171,2.02041,2.01451,0.57872,0.44848,0.49266,0.23194,1.86034,1.63197,1.74814,0.00078725,0.00078725,0.00078725
51,273.88,1.89699,2.00596,2.00791,0.6197,0.48485,0.55173,0.25714,1.97055,1.59214,1.78906,0.0007625,0.0007625,0.0007625
52,278.918,1.90088,2.00218,2.03748,0.63596,0.46585,0.53189,0.22536,2.04525,1.62653,1.85552,0.00073775,0.00073775,0.00073775
53,284.133,1.87778,1.96664,2.01449,0.6508,0.48485,0.56429,0.26359,1.80753,1.63515,1.70595,0.000713,0.000713,0.000713
54,289.433,1.90142,1.92932,1.99985,0.52538,0.47273,0.50572,0.22237,2.03476,1.70504,1.8457,0.00068825,0.00068825,0.00068825
55,294.57,1.86497,1.92869,1.96117,0.5795,0.47576,0.50203,0.2388,1.80372,1.63154,1.67341,0.0006635,0.0006635,0.0006635
56,299.518,1.85092,1.90673,1.95777,0.72293,0.47576,0.58975,0.26813,1.88817,1.53427,1.74381,0.00063875,0.00063875,0.00063875
57,304.709,1.87647,1.96113,1.98502,0.4893,0.54848,0.51003,0.22645,1.90693,1.57171,1.77349,0.000614,0.000614,0.000614
58,309.953,1.8662,1.93066,1.96884,0.65732,0.46502,0.52558,0.24572,1.90059,1.66972,1.74753,0.00058925,0.00058925,0.00058925
59,314.854,1.87563,1.93609,1.97082,0.70586,0.47576,0.5785,0.25823,1.87375,1.57532,1.7227,0.0005645,0.0005645,0.0005645
60,319.777,1.84508,1.94274,1.95354,0.58574,0.52727,0.58847,0.26716,1.88823,1.55113,1.73554,0.00053975,0.00053975,0.00053975
61,325.218,1.82666,1.90528,1.94745,0.62199,0.5086,0.58364,0.24925,1.89581,1.70958,1.7349,0.000515,0.000515,0.000515
62,330.647,1.85493,1.89295,1.96095,0.70178,0.48788,0.56274,0.22569,2.07687,1.66883,1.84085,0.00049025,0.00049025,0.00049025
63,335.766,1.85629,1.89206,1.96067,0.5938,0.55758,0.56987,0.26601,1.82889,1.56671,1.6965,0.0004655,0.0004655,0.0004655
64,340.785,1.86359,1.85384,1.93992,0.63961,0.52167,0.59765,0.24923,1.98625,1.61606,1.80227,0.00044075,0.00044075,0.00044075
65,345.953,1.79741,1.81805,1.89861,0.6571,0.51212,0.57483,0.25622,1.97051,1.62957,1.76449,0.000416,0.000416,0.000416
66,351.071,1.84711,1.85815,1.94386,0.69466,0.51818,0.59326,0.26496,1.99535,1.70164,1.76524,0.00039125,0.00039125,0.00039125
67,356.22,1.83352,1.82378,1.91223,0.67162,0.54541,0.61012,0.28699,1.7771,1.56913,1.66181,0.0003665,0.0003665,0.0003665
68,361.314,1.83471,1.83741,1.92342,0.71808,0.51515,0.63246,0.2866,1.85478,1.49996,1.70041,0.00034175,0.00034175,0.00034175
69,366.353,1.82989,1.8101,1.93162,0.63904,0.53636,0.60918,0.28358,1.86711,1.49838,1.71255,0.000317,0.000317,0.000317
70,371.4,1.80445,1.82602,1.9169,0.62154,0.5524,0.60823,0.29438,1.77202,1.43874,1.65714,0.00029225,0.00029225,0.00029225
71,379.627,1.54067,1.67176,1.71299,0.59894,0.5521,0.58268,0.26249,1.86804,1.58979,1.72795,0.0002675,0.0002675,0.0002675
72,385.065,1.55928,1.6045,1.72748,0.66927,0.51212,0.59863,0.28263,1.88927,1.52659,1.74073,0.00024275,0.00024275,0.00024275
73,390.189,1.5161,1.48825,1.67368,0.67455,0.55455,0.63695,0.30391,1.86706,1.47375,1.7044,0.000218,0.000218,0.000218
74,395.102,1.53256,1.4578,1.68886,0.69538,0.54545,0.64388,0.31727,1.80297,1.42146,1.65139,0.00019325,0.00019325,0.00019325
75,399.998,1.54298,1.45691,1.68455,0.70459,0.54207,0.6312,0.29059,1.86193,1.42131,1.69592,0.0001685,0.0001685,0.0001685
76,404.924,1.48587,1.38672,1.63218,0.66548,0.57879,0.63198,0.3065,1.82116,1.41981,1.65223,0.00014375,0.00014375,0.00014375
77,409.831,1.52012,1.38378,1.63399,0.70109,0.54242,0.63721,0.31028,1.85359,1.43494,1.68436,0.000119,0.000119,0.000119
78,414.6,1.50199,1.3771,1.61714,0.73407,0.55207,0.6436,0.32043,1.79048,1.42561,1.64069,9.425e-05,9.425e-05,9.425e-05
79,419.477,1.48461,1.38478,1.65031,0.70914,0.57628,0.65079,0.31224,1.82092,1.43989,1.64911,6.95e-05,6.95e-05,6.95e-05
80,424.425,1.50145,1.36668,1.64213,0.73227,0.56359,0.6503,0.305,1.84642,1.44196,1.66383,4.475e-05,4.475e-05,4.475e-05
