epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.164,2.57073,3.43953,2.33594,0.00128,0.15455,0.00103,0.00028,4.15833,3.85765,3.07596,0.00014,0.00014,0.00014
2,16.8082,2.40985,3.38497,2.24502,0.00178,0.21515,0.00142,0.00036,3.92653,3.7831,2.94403,0.000296288,0.000296288,0.000296288
3,23.3604,2.01939,3.04623,1.89868,0.00266,0.32121,0.00208,0.00062,3.06009,3.64097,2.48133,0.000448615,0.000448615,0.000448615
4,29.66,1.98624,2.65217,1.81588,0.00306,0.3697,0.01117,0.00512,2.94541,3.58338,2.47694,0.000596983,0.000596983,0.000596983
5,36.2014,1.9285,2.4151,1.7716,0.00481,0.58182,0.02092,0.00617,2.40558,3.42136,2.12213,0.00074139,0.00074139,0.00074139
6,45.2333,1.89034,2.34496,1.75978,0.24259,0.0303,0.03223,0.0062,2.50556,3.4842,2.38688,0.000881838,0.000881838,0.000881838
7,52.1087,1.87006,2.23451,1.7688,0.00336,0.40606,0.03258,0.01048,2.64905,3.52244,2.45135,0.00101833,0.00101833,0.00101833
8,58.4048,1.90452,2.19467,1.80538,0.07373,0.15152,0.03679,0.00881,2.53638,3.68882,3.04204,0.00115085,0.00115085,0.00115085
9,65.1601,1.9317,2.17247,1.82713,0.10454,0.02121,0.01782,0.00511,2.88375,3.58252,3.43904,0.00127942,0.00127942,0.00127942
10,71.9837,1.94438,2.15733,1.78353,0.00057,0.01212,0.00019,4e-05,4.31142,10.1974,16.2919,0.00140403,0.00140403,0.00140403
11,77.9061,1.90682,2.08431,1.78859,0.01347,0.02424,0.00307,0.00072,3.88438,5.85447,12.4044,0.00152467,0.00152467,0.00152467
12,83.7077,1.90592,2.07619,1.7972,0.02871,0.02121,0.00706,0.00196,3.02144,3.68201,3.16457,0.00164136,0.00164136,0.00164136
13,90.4524,1.89983,2.01965,1.77624,0.10431,0.11515,0.02967,0.00771,3.12732,3.99229,3.47565,0.001703,0.001703,0.001703
14,96.8147,1.91109,2.03986,1.80405,0.17236,0.14545,0.09045,0.03262,2.48166,2.77191,2.34629,0.00167825,0.00167825,0.00167825
15,103.142,1.86862,1.96371,1.75598,0.0348,0.04848,0.00838,0.00263,2.62531,7.5991,2.75973,0.0016535,0.0016535,0.0016535
16,109.347,1.90638,2.01584,1.77783,0.02546,0.07879,0.00925,0.0027,3.47027,4.78622,3.25677,0.00162875,0.00162875,0.00162875
17,115.39,1.89123,1.93389,1.74976,0.02532,0.03333,0.00518,0.00137,3.38513,8.52751,3.69451,0.001604,0.001604,0.001604
18,121.376,1.8255,1.87504,1.73781,0.14504,0.20303,0.08482,0.02081,2.85338,5.74946,2.77134,0.00157925,0.00157925,0.00157925
19,127.303,1.82056,1.89688,1.71565,0.23609,0.22121,0.14207,0.04432,2.36973,4.5851,2.22716,0.0015545,0.0015545,0.0015545
20,133.912,1.77326,1.80837,1.66678,0.30918,0.20909,0.12687,0.05061,2.21689,4.46752,1.9966,0.00152975,0.00152975,0.00152975
21,139.78,1.81056,1.87762,1.71479,0.42519,0.29697,0.29223,0.11763,2.13437,2.6942,1.95134,0.001505,0.001505,0.001505
22,145.58,1.80964,1.81974,1.68751,0.25728,0.17879,0.12747,0.04563,2.23071,2.39574,1.85202,0.00148025,0.00148025,0.00148025
