epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.6808,1.88557,3.0315,1.74419,0.00426,0.51515,0.01049,0.00427,2.70326,3.68917,2.33657,0.00058,0.00058,0.00058
2,17.3254,1.71542,2.25378,1.55271,0.57057,0.03636,0.05702,0.02197,2.45775,3.45057,2.29365,0.00115664,0.00115664,0.00115664
3,22.9446,1.72537,1.99611,1.55147,0.25841,0.2,0.14731,0.05996,2.21746,2.67296,2.29952,0.00170951,0.00170951,0.00170951
4,28.2893,1.66556,1.91523,1.52089,0.21138,0.19394,0.08531,0.03111,2.31468,3.1505,2.33005,0.0018812,0.0018812,0.0018812
5,33.715,1.68123,1.92156,1.53165,0.36106,0.23803,0.20592,0.08625,2.07735,2.53946,2.10037,0.0018416,0.0018416,0.0018416
6,39.1253,1.63726,1.7826,1.5085,0.34055,0.27879,0.22959,0.09447,1.94727,3.8562,2.07538,0.001802,0.001802,0.001802
7,44.4601,1.68841,1.82478,1.58387,0.43476,0.33636,0.33008,0.16164,1.91369,2.11043,1.81018,0.0017624,0.0017624,0.0017624
8,50.1077,1.60033,1.62939,1.46312,0.46691,0.36364,0.38245,0.17856,1.80748,2.50986,1.72477,0.0017228,0.0017228,0.0017228
9,55.5361,1.59537,1.61142,1.49154,0.53187,0.513,0.49689,0.24386,1.72752,1.9675,1.61863,0.0016832,0.0016832,0.0016832
10,60.9892,1.52068,1.50418,1.4281,0.60849,0.49394,0.55206,0.28813,1.61456,1.68778,1.53228,0.0016436,0.0016436,0.0016436
11,66.4877,1.5046,1.47282,1.39055,0.53428,0.46931,0.47509,0.25226,1.74051,1.76685,1.58514,0.001604,0.001604,0.001604
12,71.8775,1.5074,1.43891,1.37819,0.59615,0.56811,0.59532,0.3226,1.62992,1.55121,1.50991,0.0015644,0.0015644,0.0015644
13,77.3628,1.52953,1.5083,1.4203,0.69951,0.49697,0.59901,0.3254,1.55553,1.50215,1.51611,0.0015248,0.0015248,0.0015248
14,82.8785,1.47965,1.39552,1.39085,0.50525,0.46061,0.44763,0.23191,1.7666,2.08518,1.68533,0.0014852,0.0014852,0.0014852
15,88.2772,1.45564,1.34082,1.36009,0.75077,0.52727,0.6479,0.35198,1.54656,1.49524,1.49883,0.0014456,0.0014456,0.0014456
16,93.8425,1.39837,1.30007,1.33259,0.60838,0.58374,0.59582,0.32565,1.52735,1.51428,1.43289,0.001406,0.001406,0.001406
17,99.2291,1.4595,1.301,1.36951,0.69344,0.57879,0.65195,0.36668,1.53655,1.42463,1.48566,0.0013664,0.0013664,0.0013664
18,104.684,1.4033,1.30213,1.35348,0.68272,0.6,0.668,0.36254,1.51934,1.3446,1.46452,0.0013268,0.0013268,0.0013268
19,110.193,1.38887,1.24905,1.3246,0.71297,0.56061,0.64511,0.3693,1.51275,1.3927,1.42403,0.0012872,0.0012872,0.0012872
20,115.646,1.33634,1.2154,1.294,0.73442,0.56983,0.6876,0.40049,1.42885,1.30078,1.38157,0.0012476,0.0012476,0.0012476
21,121.158,1.3895,1.24847,1.33366,0.6893,0.6303,0.68847,0.40802,1.44438,1.29551,1.39725,0.001208,0.001208,0.001208
22,126.579,1.38003,1.22553,1.33694,0.7427,0.60606,0.70925,0.40571,1.49464,1.28676,1.3947,0.0011684,0.0011684,0.0011684
23,131.898,1.38119,1.30503,1.33626,0.72248,0.62727,0.72589,0.42348,1.4227,1.35039,1.37596,0.0011288,0.0011288,0.0011288
24,137.433,1.32748,1.16684,1.29488,0.75236,0.66286,0.73304,0.43057,1.44262,1.19459,1.39255,0.0010892,0.0010892,0.0010892
25,142.867,1.27529,1.12864,1.24652,0.74971,0.58788,0.69239,0.40391,1.42975,1.2553,1.3738,0.0010496,0.0010496,0.0010496
26,148.24,1.28875,1.15645,1.26463,0.75804,0.57911,0.70426,0.40851,1.45512,1.28144,1.41065,0.00101,0.00101,0.00101
27,153.714,1.31091,1.14062,1.28236,0.6728,0.63636,0.70686,0.42483,1.41702,1.23768,1.40743,0.0009704,0.0009704,0.0009704
28,159.075,1.27229,1.09443,1.26387,0.7663,0.64848,0.73363,0.44174,1.3901,1.19004,1.35432,0.0009308,0.0009308,0.0009308
29,164.562,1.2586,1.09152,1.23757,0.73812,0.6303,0.7372,0.44197,1.41518,1.17789,1.37857,0.0008912,0.0008912,0.0008912
30,170.036,1.24224,1.10472,1.23476,0.73355,0.64239,0.7115,0.41812,1.40752,1.19967,1.36381,0.0008516,0.0008516,0.0008516
31,175.508,1.22652,1.00364,1.2124,0.70467,0.65074,0.70227,0.41381,1.45991,1.20087,1.41572,0.000812,0.000812,0.000812
32,181.185,1.26115,1.0135,1.24122,0.74558,0.63333,0.71694,0.41731,1.4045,1.17176,1.37448,0.0007724,0.0007724,0.0007724
33,186.769,1.21058,1.03294,1.2021,0.81674,0.63333,0.73844,0.43721,1.4299,1.15298,1.35959,0.0007328,0.0007328,0.0007328
34,192.144,1.25209,1.01425,1.22293,0.81443,0.6303,0.74866,0.44283,1.4316,1.12858,1.38332,0.0006932,0.0006932,0.0006932
35,197.762,1.21903,0.98559,1.23155,0.80837,0.67879,0.77443,0.46793,1.35171,1.11079,1.34871,0.0006536,0.0006536,0.0006536
36,203.208,1.19351,0.98399,1.20787,0.7962,0.67479,0.75823,0.45975,1.37313,1.1109,1.32944,0.000614,0.000614,0.000614
37,208.631,1.21182,0.99334,1.21207,0.73435,0.62828,0.71766,0.43912,1.38826,1.30417,1.35292,0.0005744,0.0005744,0.0005744
38,214.153,1.14059,0.95774,1.16738,0.83884,0.64671,0.76738,0.47688,1.36522,1.10502,1.32172,0.0005348,0.0005348,0.0005348
39,219.76,1.15725,0.92377,1.18541,0.7731,0.64545,0.76343,0.46564,1.3769,1.11377,1.32628,0.0004952,0.0004952,0.0004952
40,225.339,1.17852,1.00344,1.20023,0.80295,0.65758,0.7722,0.484,1.3081,1.06583,1.30155,0.0004556,0.0004556,0.0004556
41,232.325,1.10627,0.97931,1.12107,0.77323,0.66667,0.75782,0.46852,1.33512,1.19663,1.31298,0.000416,0.000416,0.000416
