epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,132.942,1.75611,1.74614,1.68605,0.48958,0.29648,0.30399,0.12884,2.2584,2.22622,1.97194,0.0014555,0.0014555,0.0014555
24,138.313,1.7859,1.7849,1.69299,0.5232,0.34914,0.37236,0.15544,2.07964,2.02809,1.79983,0.00143075,0.00143075,0.00143075
25,143.575,1.77481,1.78945,1.68672,0.37722,0.2303,0.24049,0.1031,2.17707,2.29932,1.88245,0.001406,0.001406,0.001406
26,148.72,1.73357,1.76054,1.64549,0.52905,0.41212,0.43108,0.17945,1.95234,1.77678,1.67562,0.00138125,0.00138125,0.00138125
27,153.981,1.75419,1.69929,1.6404,0.49395,0.32424,0.34283,0.1601,1.95723,2.03294,1.66632,0.0013565,0.0013565,0.0013565
28,159.275,1.73352,1.73858,1.64016,0.64701,0.36364,0.46027,0.22744,1.87241,2.06082,1.58459,0.00133175,0.00133175,0.00133175
29,165.289,1.72758,1.67385,1.62752,0.4553,0.4,0.35913,0.15467,1.77403,2.13696,1.59415,0.001307,0.001307,0.001307
30,170.626,1.71587,1.67572,1.63082,0.67858,0.46667,0.52615,0.26389,1.72249,1.61455,1.51104,0.00128225,0.00128225,0.00128225
31,175.894,1.69029,1.61244,1.61365,0.51091,0.48788,0.42971,0.21247,1.75535,1.75689,1.59764,0.0012575,0.0012575,0.0012575
32,181.662,1.70987,1.67801,1.61851,0.47653,0.47724,0.43376,0.19646,1.88149,1.78867,1.63704,0.00123275,0.00123275,0.00123275
33,186.979,1.6839,1.61109,1.59937,0.67869,0.53333,0.59747,0.286,1.73953,1.51889,1.51861,0.001208,0.001208,0.001208
34,192.402,1.66392,1.60538,1.5726,0.52214,0.4697,0.50824,0.21825,1.94944,1.71749,1.69376,0.00118325,0.00118325,0.00118325
35,197.681,1.68043,1.58368,1.58286,0.69118,0.56971,0.62378,0.27003,1.87177,1.57441,1.57955,0.0011585,0.0011585,0.0011585
36,203.185,1.67722,1.57274,1.61868,0.63083,0.56667,0.58073,0.24879,1.93594,1.60007,1.61765,0.00113375,0.00113375,0.00113375
37,208.661,1.66955,1.56411,1.5982,0.64772,0.53488,0.57208,0.26744,1.90008,1.49862,1.55662,0.001109,0.001109,0.001109
38,214.261,1.66011,1.56614,1.59218,0.70122,0.65152,0.6859,0.33132,1.7178,1.41242,1.45947,0.00108425,0.00108425,0.00108425
39,219.652,1.65935,1.54973,1.58769,0.67853,0.61402,0.64642,0.29494,1.87079,1.35958,1.58395,0.0010595,0.0010595,0.0010595
40,224.982,1.65665,1.56038,1.5898,0.69309,0.60906,0.67021,0.32495,1.76961,1.34607,1.52227,0.00103475,0.00103475,0.00103475
41,230.312,1.6477,1.53459,1.6068,0.63944,0.59697,0.6309,0.28962,1.81226,1.38082,1.55089,0.00101,0.00101,0.00101
42,235.698,1.66315,1.53691,1.60236,0.69492,0.58182,0.6237,0.31225,1.73449,1.36075,1.48416,0.00098525,0.00098525,0.00098525
43,241.044,1.6759,1.53037,1.60109,0.6353,0.58182,0.62415,0.27521,2.04869,1.41233,1.64278,0.0009605,0.0009605,0.0009605
44,246.232,1.61548,1.48629,1.55724,0.71709,0.55152,0.64879,0.2635,2.16931,1.46064,1.75876,0.00093575,0.00093575,0.00093575
45,251.467,1.64395,1.48691,1.58989,0.73598,0.59697,0.68368,0.32225,1.86992,1.29481,1.54847,0.000911,0.000911,0.000911
46,256.769,1.62249,1.53372,1.58577,0.76124,0.56037,0.65983,0.29216,1.88801,1.35089,1.5735,0.00088625,0.00088625,0.00088625
47,262.094,1.60151,1.47565,1.55946,0.77842,0.58551,0.6727,0.28905,1.87606,1.33723,1.60301,0.0008615,0.0008615,0.0008615
48,267.416,1.66285,1.51539,1.6027,0.75292,0.59394,0.67308,0.32885,1.75366,1.26268,1.50641,0.00083675,0.00083675,0.00083675
49,272.639,1.56922,1.44717,1.51173,0.76787,0.62148,0.70948,0.33842,1.69809,1.25792,1.4911,0.000812,0.000812,0.000812
50,277.925,1.59481,1.47148,1.53397,0.71069,0.59091,0.65537,0.28717,1.89563,1.39667,1.62164,0.00078725,0.00078725,0.00078725
51,283.285,1.59391,1.4689,1.54889,0.73017,0.58221,0.65923,0.27261,1.97965,1.44885,1.64154,0.0007625,0.0007625,0.0007625
52,288.653,1.60552,1.50226,1.56261,0.78256,0.57879,0.69146,0.32093,1.77104,1.29715,1.5263,0.00073775,0.00073775,0.00073775
53,293.848,1.57808,1.43552,1.54605,0.78715,0.62121,0.71491,0.37073,1.65546,1.28106,1.43972,0.000713,0.000713,0.000713
54,299.158,1.58664,1.41652,1.53534,0.71802,0.64848,0.70877,0.33212,1.7417,1.39251,1.50175,0.00068825,0.00068825,0.00068825
55,304.553,1.5559,1.39128,1.5161,0.69153,0.65216,0.70349,0.35696,1.67821,1.27587,1.4638,0.0006635,0.0006635,0.0006635
56,309.854,1.54973,1.397,1.51807,0.77816,0.63333,0.72552,0.36341,1.6869,1.23072,1.43785,0.00063875,0.00063875,0.00063875
57,315.161,1.58233,1.44226,1.52952,0.73029,0.60909,0.67327,0.30036,1.91563,1.34823,1.57935,0.000614,0.000614,0.000614
58,320.359,1.54068,1.41782,1.49588,0.76434,0.62424,0.71866,0.37382,1.57291,1.19691,1.40119,0.00058925,0.00058925,0.00058925
59,325.716,1.56882,1.43357,1.50893,0.78968,0.61515,0.71616,0.37073,1.65153,1.21662,1.43199,0.0005645,0.0005645,0.0005645
60,331.038,1.55025,1.40184,1.50695,0.72989,0.62727,0.71143,0.35045,1.75901,1.28695,1.47706,0.00053975,0.00053975,0.00053975
61,336.407,1.52194,1.36596,1.4981,0.79556,0.60303,0.71445,0.32945,1.77569,1.29433,1.48838,0.000515,0.000515,0.000515
62,341.678,1.55673,1.37902,1.50664,0.74824,0.65152,0.73628,0.36218,1.8052,1.2105,1.48472,0.00049025,0.00049025,0.00049025
63,346.873,1.56334,1.37352,1.50585,0.79354,0.61212,0.72534,0.35977,1.73242,1.24222,1.45864,0.0004655,0.0004655,0.0004655
64,352.221,1.55884,1.3481,1.48678,0.78152,0.66123,0.73595,0.34965,1.72188,1.26111,1.46358,0.00044075,0.00044075,0.00044075
65,357.695,1.49487,1.2929,1.44338,0.82236,0.6313,0.74826,0.40205,1.62303,1.16844,1.41897,0.000416,0.000416,0.000416
66,363.148,1.57283,1.34898,1.514,0.85236,0.62981,0.75531,0.41141,1.61323,1.22513,1.40883,0.00039125,0.00039125,0.00039125
67,368.544,1.54625,1.33986,1.48694,0.75846,0.68485,0.76189,0.43001,1.47648,1.12095,1.34751,0.0003665,0.0003665,0.0003665
68,373.854,1.53969,1.334,1.48232,0.79843,0.61216,0.74601,0.38403,1.64454,1.19281,1.4166,0.00034175,0.00034175,0.00034175
69,379.213,1.52486,1.32385,1.47707,0.77614,0.67242,0.76424,0.41573,1.60788,1.18802,1.39509,0.000317,0.000317,0.000317
70,384.532,1.49989,1.29979,1.47413,0.74533,0.68485,0.76488,0.40474,1.67019,1.18997,1.40761,0.00029225,0.00029225,0.00029225
71,393.053,1.28439,1.13188,1.32595,0.74233,0.62857,0.72859,0.36926,1.71447,1.41162,1.43245,0.0002675,0.0002675,0.0002675
72,398.565,1.31791,1.06572,1.33658,0.80157,0.66061,0.76252,0.40618,1.59151,1.1554,1.38385,0.00024275,0.00024275,0.00024275
73,403.827,1.2669,0.98233,1.30633,0.8437,0.59697,0.75097,0.38366,1.65674,1.16222,1.4194,0.000218,0.000218,0.000218
74,409.121,1.2935,0.93684,1.30227,0.8346,0.64219,0.76918,0.4237,1.51904,1.13822,1.34385,0.00019325,0.00019325,0.00019325
75,414.325,1.26625,0.94109,1.29831,0.79462,0.64484,0.77279,0.41302,1.59253,1.13845,1.37462,0.0001685,0.0001685,0.0001685
76,419.434,1.25561,0.92369,1.29161,0.86806,0.62727,0.76351,0.41525,1.5412,1.12648,1.35313,0.00014375,0.00014375,0.00014375
77,424.64,1.26919,0.89865,1.28466,0.85197,0.62785,0.77581,0.42021,1.56022,1.13078,1.35731,0.000119,0.000119,0.000119
78,429.855,1.23865,0.89431,1.26701,0.86071,0.63663,0.77811,0.4392,1.49221,1.11872,1.32972,9.425e-05,9.425e-05,9.425e-05
79,435.084,1.21346,0.88802,1.27422,0.84132,0.64848,0.77332,0.42684,1.54709,1.14484,1.35462,6.95e-05,6.95e-05,6.95e-05
80,440.245,1.25095,0.87385,1.26978,0.84969,0.65092,0.77872,0.42356,1.56169,1.15806,1.36286,4.475e-05,4.475e-05,4.475e-05
