epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,190.1,1.66526,1.57896,1.59658,0.76518,0.59247,0.68417,0.34063,1.75531,1.40383,1.55244,0.000812,0.000812,0.000812
32,196.053,1.63012,1.57152,1.56188,0.72506,0.6,0.6884,0.33345,1.8262,1.40389,1.58756,0.0007724,0.0007724,0.0007724
33,201.865,1.69003,1.60104,1.60328,0.73804,0.60303,0.69144,0.34531,1.79309,1.35744,1.56665,0.0007328,0.0007328,0.0007328
34,207.65,1.64956,1.55276,1.57134,0.76289,0.61515,0.70453,0.3316,1.80729,1.46312,1.57476,0.0006932,0.0006932,0.0006932
35,213.599,1.64799,1.53503,1.58161,0.80581,0.60606,0.72668,0.34318,1.74248,1.32909,1.54347,0.0006536,0.0006536,0.0006536
36,219.848,1.64838,1.53902,1.57994,0.77592,0.6303,0.72656,0.33008,1.80813,1.60321,1.57989,0.000614,0.000614,0.000614
37,225.885,1.66963,1.59588,1.60825,0.73696,0.66667,0.72144,0.34184,1.73982,1.42932,1.5491,0.0005744,0.0005744,0.0005744
38,231.664,1.62173,1.51776,1.563,0.74654,0.61818,0.69324,0.32198,1.82536,1.49526,1.58705,0.0005348,0.0005348,0.0005348
39,237.377,1.62682,1.52534,1.58653,0.77484,0.59091,0.70833,0.36492,1.67874,1.29827,1.51725,0.0004952,0.0004952,0.0004952
40,243.371,1.55088,1.76314,1.50126,0.69228,0.69394,0.73511,0.34999,1.7708,1.33556,1.5408,0.0004556,0.0004556,0.0004556
41,251.088,1.48206,1.40451,1.44378,0.74456,0.60303,0.69348,0.3779,1.59152,1.34617,1.46717,0.000416,0.000416,0.000416
42,257.084,1.40415,1.27308,1.44088,0.76605,0.63939,0.73352,0.36794,1.72678,1.32328,1.5331,0.0003764,0.0003764,0.0003764
43,262.625,1.37694,1.21409,1.38967,0.76914,0.60303,0.72086,0.36647,1.74267,1.29106,1.54179,0.0003368,0.0003368,0.0003368
44,268.39,1.42261,1.21425,1.46233,0.80103,0.63636,0.73425,0.37408,1.66941,1.26075,1.51083,0.0002972,0.0002972,0.0002972
45,274.138,1.3982,1.12211,1.383,0.7889,0.62285,0.75023,0.40724,1.57756,1.18925,1.45711,0.0002576,0.0002576,0.0002576
46,279.904,1.38903,1.09938,1.40056,0.788,0.65455,0.76104,0.38873,1.71317,1.2111,1.51238,0.000218,0.000218,0.000218
47,285.421,1.35113,1.08021,1.3699,0.78729,0.65152,0.75967,0.41078,1.6202,1.18951,1.45115,0.0001784,0.0001784,0.0001784
48,291.024,1.36888,1.08077,1.35354,0.76938,0.67733,0.76139,0.40857,1.61543,1.18511,1.45241,0.0001388,0.0001388,0.0001388
49,296.724,1.33836,1.05933,1.35701,0.77953,0.66364,0.75566,0.40294,1.65192,1.18737,1.47838,9.92e-05,9.92e-05,9.92e-05
50,302.501,1.33512,1.04556,1.34153,0.81885,0.66061,0.75698,0.41345,1.60624,1.17735,1.45386,5.96e-05,5.96e-05,5.96e-05
