epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,130.88,1.81179,1.83992,1.72696,0.62935,0.47273,0.51931,0.21083,2.04839,1.82845,1.8045,0.0012872,0.0012872,0.0012872
20,137.326,1.75623,1.80089,1.70541,0.6071,0.51818,0.53136,0.21816,1.98017,1.76573,1.75783,0.0012476,0.0012476,0.0012476
21,143.717,1.7511,1.76588,1.68488,0.69227,0.5,0.58637,0.25924,1.93336,1.57362,1.70134,0.001208,0.001208,0.001208
22,150.032,1.76659,1.76237,1.70626,0.63326,0.58182,0.60766,0.29076,1.77898,1.52124,1.6024,0.0011684,0.0011684,0.0011684
23,156.193,1.76016,1.68853,1.65658,0.74621,0.51212,0.62886,0.27839,1.93662,1.5096,1.68307,0.0011288,0.0011288,0.0011288
24,162.241,1.75126,1.67479,1.6685,0.64403,0.52727,0.55632,0.20817,2.10551,1.69338,1.8223,0.0010892,0.0010892,0.0010892
25,168.63,1.76132,1.74086,1.69439,0.55946,0.54848,0.53745,0.25144,1.80108,1.64823,1.63965,0.0010496,0.0010496,0.0010496
26,174.942,1.74228,1.7009,1.689,0.77012,0.52424,0.6394,0.28333,1.90594,1.52999,1.70119,0.00101,0.00101,0.00101
27,181.233,1.75852,1.75742,1.69868,0.7006,0.54545,0.62554,0.27677,1.91897,1.48668,1.69728,0.0009704,0.0009704,0.0009704
28,187.485,1.73328,1.66731,1.65511,0.66798,0.5697,0.6448,0.29143,1.87465,1.49438,1.67115,0.0009308,0.0009308,0.0009308
29,193.604,1.67897,1.67955,1.6519,0.74584,0.56023,0.6574,0.29853,1.84029,1.49872,1.62086,0.0008912,0.0008912,0.0008912
30,199.804,1.71473,1.67279,1.66106,0.66049,0.55758,0.60708,0.2473,1.97814,1.5753,1.71162,0.0008516,0.0008516,0.0008516
31,206.139,1.68842,1.61912,1.61949,0.64216,0.59091,0.63201,0.30139,1.79902,1.57239,1.60574,0.000812,0.000812,0.000812
32,212.582,1.64191,1.591,1.59192,0.68573,0.59091,0.64969,0.32025,1.68465,1.53882,1.52235,0.0007724,0.0007724,0.0007724
33,218.887,1.69717,1.64227,1.63135,0.74164,0.55455,0.66249,0.3216,1.77302,1.37888,1.57411,0.0007328,0.0007328,0.0007328
34,225.003,1.64478,1.58815,1.5962,0.78335,0.59394,0.68262,0.31563,1.89086,1.3626,1.63301,0.0006932,0.0006932,0.0006932
35,231.105,1.65839,1.56526,1.59424,0.72416,0.61515,0.70285,0.33991,1.72136,1.38362,1.52938,0.0006536,0.0006536,0.0006536
36,237.381,1.67801,1.56008,1.60084,0.70963,0.58485,0.66907,0.30711,1.86687,1.4396,1.62439,0.000614,0.000614,0.000614
37,243.71,1.70359,1.61467,1.63629,0.742,0.62748,0.71449,0.3569,1.72935,1.31168,1.52523,0.0005744,0.0005744,0.0005744
38,250.028,1.64389,1.54093,1.60126,0.75857,0.58788,0.69294,0.32468,1.81903,1.36915,1.57944,0.0005348,0.0005348,0.0005348
39,256.166,1.65441,1.55127,1.61226,0.75985,0.60303,0.70409,0.35369,1.70183,1.31974,1.52774,0.0004952,0.0004952,0.0004952
40,262.175,1.56035,1.81809,1.51373,0.71366,0.61212,0.68901,0.33282,1.72183,1.42197,1.52127,0.0004556,0.0004556,0.0004556
41,270.125,1.4957,1.44407,1.45395,0.71855,0.62727,0.69748,0.36275,1.63931,1.36905,1.48681,0.000416,0.000416,0.000416
42,276.6,1.4225,1.2972,1.44907,0.70675,0.59394,0.67135,0.34381,1.70316,1.36388,1.5358,0.0003764,0.0003764,0.0003764
43,282.757,1.41304,1.27851,1.42995,0.75285,0.57576,0.68685,0.30631,1.86899,1.35852,1.64118,0.0003368,0.0003368,0.0003368
44,288.779,1.43781,1.25028,1.48348,0.79664,0.61728,0.71664,0.3684,1.67329,1.22427,1.52277,0.0002972,0.0002972,0.0002972
45,294.646,1.41358,1.16213,1.40168,0.79243,0.64786,0.73812,0.37683,1.65579,1.22566,1.4985,0.0002576,0.0002576,0.0002576
46,300.752,1.39732,1.13619,1.41192,0.80486,0.63939,0.74475,0.37898,1.70242,1.22939,1.51935,0.000218,0.000218,0.000218
47,306.874,1.39267,1.12572,1.40727,0.7693,0.65683,0.74364,0.36973,1.73569,1.21312,1.53117,0.0001784,0.0001784,0.0001784
48,313.038,1.40856,1.12835,1.40068,0.79119,0.643,0.74093,0.3861,1.63996,1.21564,1.47976,0.0001388,0.0001388,0.0001388
49,319.065,1.37868,1.11102,1.391,0.79173,0.64511,0.7423,0.3856,1.67241,1.22062,1.48876,9.92e-05,9.92e-05,9.92e-05
50,324.956,1.35098,1.07652,1.36748,0.79077,0.64137,0.74844,0.38386,1.66459,1.2145,1.48087,5.96e-05,5.96e-05,5.96e-05
